tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,20-24,Laki-Laki,895,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,20-24,Laki-Laki,1904,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,20-24,Laki-Laki,852,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,20-24,Laki-Laki,1313,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,20-24,Laki-Laki,916,
2019,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,20-24,Laki-Laki,469,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,20-24,Laki-Laki,2831,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,20-24,Laki-Laki,2945,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,20-24,Laki-Laki,1690,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,20-24,Laki-Laki,2496,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,20-24,Laki-Laki,1890,
2019,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,20-24,Laki-Laki,1829,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,20-24,Laki-Laki,1436,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,20-24,Laki-Laki,2361,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,20-24,Laki-Laki,2480,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,20-24,Laki-Laki,1647,
2019,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,20-24,Laki-Laki,1827,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,20-24,Laki-Laki,1503,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,20-24,Laki-Laki,1311,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,20-24,Laki-Laki,1197,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,20-24,Laki-Laki,912,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,20-24,Laki-Laki,885,
2019,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,20-24,Laki-Laki,1566,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,20-24,Laki-Laki,1573,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,20-24,Laki-Laki,1912,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,20-24,Laki-Laki,1921,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,20-24,Laki-Laki,1221,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,20-24,Laki-Laki,1725,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,20-24,Laki-Laki,1819,
2019,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,20-24,Laki-Laki,1447,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,20-24,Laki-Laki,1217,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,20-24,Laki-Laki,1730,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,20-24,Laki-Laki,458,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,20-24,Laki-Laki,998,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,20-24,Laki-Laki,1577,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,20-24,Laki-Laki,2439,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,20-24,Laki-Laki,1735,
2019,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,20-24,Laki-Laki,2406,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,20-24,Laki-Laki,1660,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,TENGAH,20-24,Laki-Laki,2167,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,DUKUH,20-24,Laki-Laki,1141,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,20-24,Laki-Laki,2159,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,20-24,Laki-Laki,1344,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CILILITAN,20-24,Laki-Laki,1985,
2019,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CAWANG,20-24,Laki-Laki,1457,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,20-24,Laki-Laki,1728,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,20-24,Laki-Laki,1182,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,20-24,Laki-Laki,1985,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,20-24,Laki-Laki,2169,
2019,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,20-24,Laki-Laki,2230,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,20-24,Laki-Laki,4037,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,20-24,Laki-Laki,1160,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,20-24,Laki-Laki,4717,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,20-24,Laki-Laki,2802,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,20-24,Laki-Laki,4636,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,20-24,Laki-Laki,1438,
2019,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,20-24,Laki-Laki,2808,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,20-24,Laki-Laki,2698,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,20-24,Laki-Laki,2653,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,20-24,Laki-Laki,3110,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,20-24,Laki-Laki,3145,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,20-24,Laki-Laki,1121,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,20-24,Laki-Laki,1277,
2019,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,20-24,Laki-Laki,1703,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,20-24,Laki-Laki,1568,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANGRANTI,20-24,Laki-Laki,1303,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,20-24,Laki-Laki,2189,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,20-24,Laki-Laki,1562,
2019,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,20-24,Laki-Laki,1954,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,20-24,Laki-Laki,3348,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,20-24,Laki-Laki,3024,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,20-24,Laki-Laki,2205,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,20-24,Laki-Laki,1751,
2019,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,20-24,Laki-Laki,1720,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,20-24,Laki-Laki,1289,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,20-24,Laki-Laki,1381,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,20-24,Laki-Laki,1206,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,20-24,Laki-Laki,1151,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,20-24,Laki-Laki,977,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,20-24,Laki-Laki,1274,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,20-24,Laki-Laki,3009,
2019,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,20-24,Laki-Laki,916,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,20-24,Perempuan,311,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,20-24,Perempuan,303,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,20-24,Perempuan,121,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,20-24,Perempuan,95,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,20-24,Perempuan,257,
2019,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,20-24,Perempuan,159,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,20-24,Perempuan,131,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,20-24,Perempuan,647,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,20-24,Perempuan,757,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,20-24,Perempuan,621,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,20-24,Perempuan,441,
2019,DKI Jakarta,JAKARTA PUSAT,GAMBIR,DURI PULO,20-24,Perempuan,939,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,20-24,Perempuan,523,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,20-24,Perempuan,1145,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,20-24,Perempuan,1012,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,20-24,Perempuan,731,
2019,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,20-24,Perempuan,1246,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,20-24,Perempuan,961,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,20-24,Perempuan,1355,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,20-24,Perempuan,1008,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,20-24,Perempuan,1406,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,20-24,Perempuan,878,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,20-24,Perempuan,1567,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,20-24,Perempuan,969,
2019,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,20-24,Perempuan,1282,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,20-24,Perempuan,280,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,20-24,Perempuan,448,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,20-24,Perempuan,1084,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,20-24,Perempuan,1317,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,20-24,Perempuan,692,
2019,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,20-24,Perempuan,852,
2019,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,20-24,Perempuan,1081,
2019,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,20-24,Perempuan,1626,
2019,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,20-24,Perempuan,1008,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,20-24,Perempuan,1176,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,20-24,Perempuan,1084,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,20-24,Perempuan,344,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,20-24,Perempuan,162,
2019,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,20-24,Perempuan,551,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,20-24,Perempuan,138,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,20-24,Perempuan,947,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,20-24,Perempuan,852,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,20-24,Perempuan,1595,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,20-24,Perempuan,1570,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,20-24,Perempuan,1007,
2019,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,20-24,Perempuan,550,
2019,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,20-24,Perempuan,1651,
2019,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,20-24,Perempuan,1026,
2019,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,20-24,Perempuan,891,
2019,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,20-24,Perempuan,1794,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,20-24,Perempuan,3893,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,20-24,Perempuan,537,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,20-24,Perempuan,1544,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,20-24,Perempuan,3106,
2019,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,20-24,Perempuan,1717,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,20-24,Perempuan,1671,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,20-24,Perempuan,2706,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,20-24,Perempuan,1888,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,20-24,Perempuan,1430,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,20-24,Perempuan,2313,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,20-24,Perempuan,2932,
2019,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,20-24,Perempuan,2112,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,20-24,Perempuan,1308,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,20-24,Perempuan,3115,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,20-24,Perempuan,2913,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,20-24,Perempuan,1533,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,20-24,Perempuan,1901,
2019,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,20-24,Perempuan,2085,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,20-24,Perempuan,1990,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,20-24,Perempuan,2451,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,20-24,Perempuan,1416,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,20-24,Perempuan,3378,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,20-24,Perempuan,1872,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,20-24,Perempuan,1990,
2019,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,20-24,Perempuan,3255,
2019,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,20-24,Perempuan,1530,
2019,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,20-24,Perempuan,3420,
2019,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,20-24,Perempuan,1033,
2019,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,20-24,Perempuan,1100,
2019,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,20-24,Perempuan,2093,
2019,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,20-24,Perempuan,1502,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,20-24,Perempuan,2908,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,20-24,Perempuan,3769,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,20-24,Perempuan,2824,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,20-24,Perempuan,1429,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,20-24,Perempuan,6277,
2019,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,20-24,Perempuan,3623,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,20-24,Perempuan,770,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,20-24,Perempuan,567,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,20-24,Perempuan,1263,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,20-24,Perempuan,1218,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,20-24,Perempuan,910,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,20-24,Perempuan,1455,
2019,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,20-24,Perempuan,1565,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,20-24,Perempuan,629,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,20-24,Perempuan,916,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,20-24,Perempuan,689,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,20-24,Perempuan,575,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,20-24,Perempuan,323,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,20-24,Perempuan,748,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,20-24,Perempuan,279,
2019,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,20-24,Perempuan,459,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,20-24,Perempuan,431,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,20-24,Perempuan,1063,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,20-24,Perempuan,882,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,20-24,Perempuan,1175,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,20-24,Perempuan,944,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,20-24,Perempuan,1406,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,20-24,Perempuan,1238,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,20-24,Perempuan,938,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,20-24,Perempuan,1060,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,20-24,Perempuan,127,
2019,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,20-24,Perempuan,608,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,20-24,Perempuan,2400,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,20-24,Perempuan,1708,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,20-24,Perempuan,1723,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,20-24,Perempuan,1021,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,20-24,Perempuan,2428,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,20-24,Perempuan,1876,
2019,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,20-24,Perempuan,1326,
2019,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,20-24,Perempuan,3399,
2019,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,20-24,Perempuan,3440,
2019,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,20-24,Perempuan,3964,
2019,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,20-24,Perempuan,2672,
2019,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,20-24,Perempuan,3694,
2019,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,20-24,Perempuan,2769,
2019,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,20-24,Perempuan,682,
2019,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,20-24,Perempuan,1162,
2019,DKI Jakarta,JAKARTA BARAT,PAL MERAH,JATIPULO,20-24,Perempuan,1333,
2019,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,20-24,Perempuan,1397,
2019,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,20-24,Perempuan,1050,
2019,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,20-24,Perempuan,2535,
2019,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,20-24,Perempuan,1812,
2019,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,20-24,Perempuan,1428,
2019,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,20-24,Perempuan,1982,
2019,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,20-24,Perempuan,1766,
2019,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,20-24,Perempuan,1149,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,20-24,Perempuan,787,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,20-24,Perempuan,954,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,20-24,Perempuan,1567,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,20-24,Perempuan,1516,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,20-24,Perempuan,1617,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,20-24,Perempuan,983,
2019,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,20-24,Perempuan,1356,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,20-24,Perempuan,118,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,20-24,Perempuan,92,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,20-24,Perempuan,698,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,20-24,Perempuan,373,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,20-24,Perempuan,1255,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,20-24,Perempuan,1225,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,20-24,Perempuan,167,
2019,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,20-24,Perempuan,266,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,20-24,Perempuan,851,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,20-24,Perempuan,893,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,20-24,Perempuan,1979,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,20-24,Perempuan,1429,
2019,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,20-24,Perempuan,555,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,20-24,Perempuan,1076,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,20-24,Perempuan,1729,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,20-24,Perempuan,1083,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,20-24,Perempuan,1668,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,20-24,Perempuan,2699,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,20-24,Perempuan,1707,
2019,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,20-24,Perempuan,2066,
