tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,35-39,Laki-Laki,1689,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,35-39,Laki-Laki,2477,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,35-39,Laki-Laki,2693,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,35-39,Laki-Laki,764,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,35-39,Laki-Laki,1102,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,35-39,Laki-Laki,889,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,35-39,Laki-Laki,723,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,35-39,Laki-Laki,399,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,35-39,Laki-Laki,1007,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,35-39,Laki-Laki,401,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,35-39,Laki-Laki,710,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,35-39,Laki-Laki,607,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,35-39,Laki-Laki,1618,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,35-39,Laki-Laki,1144,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,35-39,Laki-Laki,1458,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,35-39,Laki-Laki,1228,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,35-39,Laki-Laki,2062,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,35-39,Laki-Laki,1842,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,35-39,Laki-Laki,1307,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,35-39,Laki-Laki,1205,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,35-39,Laki-Laki,154,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,35-39,Laki-Laki,811,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,35-39,Laki-Laki,304,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,35-39,Laki-Laki,2237,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,35-39,Laki-Laki,2321,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,35-39,Laki-Laki,137,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,35-39,Laki-Laki,3819,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,35-39,Laki-Laki,2832,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,35-39,Laki-Laki,199,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,35-39,Laki-Laki,4323,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,35-39,Laki-Laki,4446,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,35-39,Laki-Laki,553,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,35-39,Laki-Laki,3223,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,35-39,Laki-Laki,4246,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,35-39,Laki-Laki,3715,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,35-39,Laki-Laki,1035,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,35-39,Laki-Laki,1512,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,JATIPULO,35-39,Laki-Laki,1661,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,35-39,Laki-Laki,1732,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,35-39,Laki-Laki,1294,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,35-39,Laki-Laki,3288,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,35-39,Laki-Laki,2817,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,35-39,Laki-Laki,1831,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,35-39,Laki-Laki,2552,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,35-39,Laki-Laki,2427,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,35-39,Laki-Laki,1488,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,35-39,Laki-Laki,827,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,35-39,Laki-Laki,983,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,35-39,Laki-Laki,2084,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,35-39,Laki-Laki,2029,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,35-39,Laki-Laki,1822,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,35-39,Laki-Laki,1257,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,35-39,Laki-Laki,1526,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,35-39,Laki-Laki,177,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,35-39,Laki-Laki,145,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,35-39,Laki-Laki,910,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,35-39,Laki-Laki,519,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,35-39,Laki-Laki,1563,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,35-39,Laki-Laki,1458,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,35-39,Laki-Laki,167,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,35-39,Laki-Laki,326,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,35-39,Laki-Laki,1081,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,35-39,Laki-Laki,1196,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,35-39,Laki-Laki,2503,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,35-39,Laki-Laki,1988,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,35-39,Laki-Laki,776,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,35-39,Laki-Laki,132,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,35-39,Laki-Laki,2158,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,35-39,Laki-Laki,1515,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,35-39,Laki-Laki,2221,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,35-39,Laki-Laki,3301,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,35-39,Laki-Laki,2082,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,35-39,Laki-Laki,2564,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,35-39,Laki-Laki,2568,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,35-39,Laki-Laki,3036,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,35-39,Laki-Laki,2222,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,35-39,Laki-Laki,2436,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,35-39,Laki-Laki,2446,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,35-39,Laki-Laki,2344,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,35-39,Laki-Laki,2781,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,35-39,Laki-Laki,1953,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,35-39,Laki-Laki,2511,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,35-39,Laki-Laki,1201,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,35-39,Laki-Laki,1418,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,35-39,Laki-Laki,117,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,35-39,Laki-Laki,422,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,35-39,Laki-Laki,832,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,35-39,Laki-Laki,120,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,35-39,Laki-Laki,265,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,35-39,Laki-Laki,150,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,35-39,Laki-Laki,249,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,35-39,Laki-Laki,678,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,35-39,Laki-Laki,2157,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,35-39,Laki-Laki,1984,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,35-39,Laki-Laki,1131,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,35-39,Laki-Laki,2487,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,35-39,Laki-Laki,1184,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,35-39,Laki-Laki,1541,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,35-39,Laki-Laki,1274,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,35-39,Laki-Laki,621,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,35-39,Laki-Laki,3552,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,35-39,Laki-Laki,3135,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,35-39,Laki-Laki,2242,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,35-39,Laki-Laki,3093,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,35-39,Laki-Laki,2216,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,35-39,Laki-Laki,2062,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,35-39,Laki-Laki,1575,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,35-39,Laki-Laki,289,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,35-39,Laki-Laki,3128,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,35-39,Laki-Laki,215,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,35-39,Laki-Laki,2453,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,35-39,Laki-Laki,1657,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,35-39,Laki-Laki,1498,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,35-39,Laki-Laki,1339,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,35-39,Laki-Laki,1075,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,35-39,Laki-Laki,753,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,35-39,Laki-Laki,1746,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,35-39,Laki-Laki,2053,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,35-39,Laki-Laki,2198,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,35-39,Laki-Laki,2114,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,35-39,Laki-Laki,1431,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,35-39,Laki-Laki,2064,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,35-39,Laki-Laki,2212,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,35-39,Laki-Laki,1658,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,35-39,Laki-Laki,1517,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,35-39,Laki-Laki,1966,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,35-39,Laki-Laki,483,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,35-39,Laki-Laki,1169,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,35-39,Laki-Laki,1619,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,35-39,Laki-Laki,3247,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,35-39,Laki-Laki,1993,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,35-39,Laki-Laki,2859,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,35-39,Laki-Laki,1926,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,TENGAH,35-39,Laki-Laki,2487,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,DUKUH,35-39,Laki-Laki,1404,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,35-39,Laki-Laki,2733,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,35-39,Laki-Laki,1619,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CILILITAN,35-39,Laki-Laki,2298,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CAWANG,35-39,Laki-Laki,1929,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,35-39,Laki-Laki,1996,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,35-39,Laki-Laki,1193,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,35-39,Laki-Laki,2362,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,35-39,Laki-Laki,2287,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,35-39,Laki-Laki,273,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,35-39,Laki-Laki,5587,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,35-39,Laki-Laki,1683,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,35-39,Laki-Laki,5968,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,35-39,Laki-Laki,3685,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,35-39,Laki-Laki,5352,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,35-39,Laki-Laki,1694,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,35-39,Laki-Laki,3946,
2018,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,35-39,Laki-Laki,3603,
2018,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,35-39,Laki-Laki,3639,
2018,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,35-39,Laki-Laki,423,
2018,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,35-39,Laki-Laki,4019,
2018,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,35-39,Laki-Laki,1468,
2018,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,35-39,Laki-Laki,165,
2018,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,35-39,Laki-Laki,2087,
2018,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,35-39,Laki-Laki,2004,
2018,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANGRANTI,35-39,Laki-Laki,1557,
2018,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,35-39,Laki-Laki,2823,
2018,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,35-39,Laki-Laki,1352,
2018,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,35-39,Laki-Laki,2416,
2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,35-39,Laki-Laki,3762,
2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,35-39,Laki-Laki,3571,
2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,35-39,Laki-Laki,2629,
2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,35-39,Laki-Laki,2369,
2018,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,35-39,Laki-Laki,2195,
2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,35-39,Laki-Laki,1542,
2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,35-39,Laki-Laki,1489,
2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,35-39,Laki-Laki,1345,
2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,35-39,Laki-Laki,1323,
2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,35-39,Laki-Laki,1059,
2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,35-39,Laki-Laki,1412,
2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,35-39,Laki-Laki,3518,
2018,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,35-39,Laki-Laki,1061,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,40-44,Laki-Laki,239,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,40-44,Laki-Laki,247,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,40-44,Laki-Laki,93,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,40-44,Laki-Laki,80,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,40-44,Laki-Laki,203,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,40-44,Laki-Laki,126,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,40-44,Laki-Laki,139,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,40-44,Laki-Laki,725,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,40-44,Laki-Laki,866,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,40-44,Laki-Laki,687,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,40-44,Laki-Laki,475,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,DURI PULO,40-44,Laki-Laki,1017,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,40-44,Laki-Laki,579,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,40-44,Laki-Laki,1395,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,40-44,Laki-Laki,1116,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,40-44,Laki-Laki,815,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,40-44,Laki-Laki,1606,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,40-44,Laki-Laki,1056,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,40-44,Laki-Laki,1546,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,40-44,Laki-Laki,1185,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,40-44,Laki-Laki,1578,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,40-44,Laki-Laki,918,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,40-44,Laki-Laki,1711,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,40-44,Laki-Laki,1335,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,40-44,Laki-Laki,1507,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,40-44,Laki-Laki,400,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,40-44,Laki-Laki,437,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,40-44,Laki-Laki,12,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,40-44,Laki-Laki,1425,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,40-44,Laki-Laki,761,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,40-44,Laki-Laki,894,
2018,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,40-44,Laki-Laki,1223,
2018,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,40-44,Laki-Laki,1803,
2018,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,40-44,Laki-Laki,1096,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,40-44,Laki-Laki,1225,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,40-44,Laki-Laki,1094,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,40-44,Laki-Laki,428,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,40-44,Laki-Laki,167,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,40-44,Laki-Laki,659,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,40-44,Laki-Laki,187,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,40-44,Laki-Laki,1074,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,40-44,Laki-Laki,1066,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,40-44,Laki-Laki,1735,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,40-44,Laki-Laki,1628,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,40-44,Laki-Laki,1023,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,40-44,Laki-Laki,569,
2018,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,40-44,Laki-Laki,1891,
2018,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,40-44,Laki-Laki,1186,
2018,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,40-44,Laki-Laki,1006,
2018,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,40-44,Laki-Laki,1929,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,40-44,Laki-Laki,4974,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,40-44,Laki-Laki,583,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,40-44,Laki-Laki,1779,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,40-44,Laki-Laki,39,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,40-44,Laki-Laki,222,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,40-44,Laki-Laki,1942,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,40-44,Laki-Laki,3264,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,40-44,Laki-Laki,2159,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,40-44,Laki-Laki,152,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,40-44,Laki-Laki,2932,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,40-44,Laki-Laki,3762,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,40-44,Laki-Laki,25,
2018,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,40-44,Laki-Laki,1589,
