tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,0-4,Laki-Laki,332,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,0-4,Laki-Laki,328,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,0-4,Laki-Laki,104,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,0-4,Laki-Laki,117,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,0-4,Laki-Laki,289,
2018,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,0-4,Laki-Laki,174,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,0-4,Laki-Laki,69,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,0-4,Laki-Laki,593,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,0-4,Laki-Laki,730,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,0-4,Laki-Laki,681,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,0-4,Laki-Laki,381,
2018,DKI Jakarta,JAKARTA PUSAT,GAMBIR,DURI PULO,0-4,Laki-Laki,940,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,0-4,Laki-Laki,407,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,0-4,Laki-Laki,1154,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,0-4,Laki-Laki,884,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,0-4,Laki-Laki,581,
2018,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,0-4,Laki-Laki,1297,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0-4,Laki-Laki,911,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,0-4,Laki-Laki,145,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0-4,Laki-Laki,1145,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,0-4,Laki-Laki,1398,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0-4,Laki-Laki,825,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0-4,Laki-Laki,1589,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,0-4,Laki-Laki,1098,
2018,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,0-4,Laki-Laki,1533,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,0-4,Laki-Laki,282,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,0-4,Laki-Laki,373,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,0-4,Laki-Laki,1125,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,0-4,Laki-Laki,1298,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,0-4,Laki-Laki,739,
2018,DKI Jakarta,JAKARTA PUSAT,S E N E N,BUNGUR,0-4,Laki-Laki,887,
2018,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,0-4,Laki-Laki,953,
2018,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,0-4,Laki-Laki,1648,
2018,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,0-4,Laki-Laki,967,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,0-4,Laki-Laki,104,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,0-4,Laki-Laki,1079,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,0-4,Laki-Laki,370,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,0-4,Laki-Laki,141,
2018,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,0-4,Laki-Laki,555,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,0-4,Laki-Laki,121,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,0-4,Laki-Laki,874,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,0-4,Laki-Laki,954,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,0-4,Laki-Laki,1736,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,0-4,Laki-Laki,162,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,0-4,Laki-Laki,1013,
2018,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,0-4,Laki-Laki,502,
2018,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,0-4,Laki-Laki,1674,
2018,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0-4,Laki-Laki,1074,
2018,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,0-4,Laki-Laki,917,
2018,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0-4,Laki-Laki,1856,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,0-4,Laki-Laki,4589,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,0-4,Laki-Laki,648,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,0-4,Laki-Laki,1641,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,0-4,Laki-Laki,3218,
2018,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,0-4,Laki-Laki,1928,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,0-4,Laki-Laki,1772,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,0-4,Laki-Laki,3125,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,0-4,Laki-Laki,2071,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,0-4,Laki-Laki,1597,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,0-4,Laki-Laki,2767,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,0-4,Laki-Laki,3066,
2018,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,0-4,Laki-Laki,2476,
2018,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,0-4,Laki-Laki,1604,
2018,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,0-4,Laki-Laki,4081,
2018,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,0-4,Laki-Laki,3443,
2018,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,0-4,Laki-Laki,1893,
2018,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,0-4,Laki-Laki,2335,
2018,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,0-4,Laki-Laki,2457,
2018,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,0-4,Laki-Laki,2628,
2018,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,0-4,Laki-Laki,3179,
2018,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,0-4,Laki-Laki,1754,
2018,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,0-4,Laki-Laki,4265,
2018,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,0-4,Laki-Laki,2017,
2018,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,0-4,Laki-Laki,236,
2018,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,0-4,Laki-Laki,3888,
2018,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,0-4,Laki-Laki,1616,
2018,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,0-4,Laki-Laki,3804,
2018,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,0-4,Laki-Laki,1139,
2018,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,0-4,Laki-Laki,1329,
2018,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,0-4,Laki-Laki,2148,
2018,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,0-4,Laki-Laki,1406,
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,0-4,Laki-Laki,3076,
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,0-4,Laki-Laki,396,
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,0-4,Laki-Laki,3252,
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,0-4,Laki-Laki,1696,
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,0-4,Laki-Laki,729,
2018,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,0-4,Laki-Laki,4323,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,0-4,Laki-Laki,653,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,0-4,Laki-Laki,707,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,0-4,Laki-Laki,1291,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,0-4,Laki-Laki,1205,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,0-4,Laki-Laki,1059,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,0-4,Laki-Laki,1647,
2018,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,0-4,Laki-Laki,1826,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,0-4,Laki-Laki,500,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,0-4,Laki-Laki,905,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,0-4,Laki-Laki,647,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,0-4,Laki-Laki,459,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,0-4,Laki-Laki,303,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,0-4,Laki-Laki,806,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,0-4,Laki-Laki,234,
2018,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,0-4,Laki-Laki,422,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,0-4,Laki-Laki,454,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,0-4,Laki-Laki,1203,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,0-4,Laki-Laki,862,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,0-4,Laki-Laki,114,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,0-4,Laki-Laki,1007,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,0-4,Laki-Laki,1526,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,0-4,Laki-Laki,1355,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,0-4,Laki-Laki,959,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,0-4,Laki-Laki,917,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,0-4,Laki-Laki,110,
2018,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,0-4,Laki-Laki,572,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,0-4,Laki-Laki,2674,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,0-4,Laki-Laki,2045,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,0-4,Laki-Laki,2062,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,0-4,Laki-Laki,114,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,0-4,Laki-Laki,2749,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,0-4,Laki-Laki,2112,
2018,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,0-4,Laki-Laki,1643,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,0-4,Laki-Laki,3716,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,0-4,Laki-Laki,3858,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,0-4,Laki-Laki,4377,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,0-4,Laki-Laki,2907,
2018,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,0-4,Laki-Laki,3607,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,0-4,Laki-Laki,303,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,0-4,Laki-Laki,760,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,0-4,Laki-Laki,1337,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,JATIPULO,0-4,Laki-Laki,1452,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,0-4,Laki-Laki,1424,
2018,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,0-4,Laki-Laki,1111,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,0-4,Laki-Laki,282,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,0-4,Laki-Laki,2198,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,0-4,Laki-Laki,1639,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,0-4,Laki-Laki,231,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,0-4,Laki-Laki,197,
2018,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,0-4,Laki-Laki,1281,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,0-4,Laki-Laki,686,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,0-4,Laki-Laki,828,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,0-4,Laki-Laki,1673,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,0-4,Laki-Laki,1645,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,0-4,Laki-Laki,162,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,0-4,Laki-Laki,1044,
2018,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,0-4,Laki-Laki,1303,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,0-4,Laki-Laki,117,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,0-4,Laki-Laki,119,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,0-4,Laki-Laki,690,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,0-4,Laki-Laki,403,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,0-4,Laki-Laki,1277,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,0-4,Laki-Laki,1241,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,0-4,Laki-Laki,122,
2018,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,0-4,Laki-Laki,260,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,0-4,Laki-Laki,873,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,0-4,Laki-Laki,988,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,0-4,Laki-Laki,1956,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,0-4,Laki-Laki,1661,
2018,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,0-4,Laki-Laki,617,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,0-4,Laki-Laki,1026,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,0-4,Laki-Laki,1781,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,0-4,Laki-Laki,1285,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,0-4,Laki-Laki,1808,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,0-4,Laki-Laki,2847,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,0-4,Laki-Laki,1683,
2018,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,0-4,Laki-Laki,23,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,0-4,Laki-Laki,1954,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,0-4,Laki-Laki,2425,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,0-4,Laki-Laki,1872,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,0-4,Laki-Laki,1916,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,0-4,Laki-Laki,2032,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,0-4,Laki-Laki,1779,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,0-4,Laki-Laki,2035,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,0-4,Laki-Laki,1511,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,0-4,Laki-Laki,1969,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,0-4,Laki-Laki,944,
2018,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,0-4,Laki-Laki,1135,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,0-4,Laki-Laki,85,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,0-4,Laki-Laki,353,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,0-4,Laki-Laki,640,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,0-4,Laki-Laki,75,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,0-4,Laki-Laki,213,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,0-4,Laki-Laki,95,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,0-4,Laki-Laki,155,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,0-4,Laki-Laki,448,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,0-4,Laki-Laki,1629,
2018,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,0-4,Laki-Laki,1521,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,0-4,Laki-Laki,975,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,0-4,Laki-Laki,2005,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,0-4,Laki-Laki,1057,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,0-4,Laki-Laki,123,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,0-4,Laki-Laki,1013,
2018,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,0-4,Laki-Laki,494,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,0-4,Laki-Laki,2948,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,0-4,Laki-Laki,2847,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,0-4,Laki-Laki,1939,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,0-4,Laki-Laki,2731,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,0-4,Laki-Laki,1985,
2018,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,0-4,Laki-Laki,188,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,0-4,Laki-Laki,1269,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,0-4,Laki-Laki,2342,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,0-4,Laki-Laki,2519,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,0-4,Laki-Laki,1686,
2018,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,0-4,Laki-Laki,2025,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,0-4,Laki-Laki,1485,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,0-4,Laki-Laki,1334,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,0-4,Laki-Laki,1142,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,0-4,Laki-Laki,923,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,0-4,Laki-Laki,701,
2018,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,0-4,Laki-Laki,1417,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,0-4,Laki-Laki,1588,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,0-4,Laki-Laki,1873,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,0-4,Laki-Laki,1854,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,0-4,Laki-Laki,1282,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,0-4,Laki-Laki,1625,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,0-4,Laki-Laki,1743,
2018,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,0-4,Laki-Laki,144,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,0-4,Laki-Laki,1312,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,0-4,Laki-Laki,1694,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,0-4,Laki-Laki,376,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,0-4,Laki-Laki,1063,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,0-4,Laki-Laki,1422,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,0-4,Laki-Laki,2676,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,0-4,Laki-Laki,175,
2018,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,0-4,Laki-Laki,244,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,0-4,Laki-Laki,1624,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,TENGAH,0-4,Laki-Laki,2323,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,DUKUH,0-4,Laki-Laki,1365,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,0-4,Laki-Laki,2417,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,0-4,Laki-Laki,1477,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CILILITAN,0-4,Laki-Laki,2028,
2018,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CAWANG,0-4,Laki-Laki,1525,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,0-4,Laki-Laki,1754,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,0-4,Laki-Laki,1233,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,0-4,Laki-Laki,2025,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,0-4,Laki-Laki,2127,
2018,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,0-4,Laki-Laki,2237,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,0-4,Laki-Laki,4563,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,0-4,Laki-Laki,1414,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,0-4,Laki-Laki,5395,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,0-4,Laki-Laki,3266,
2018,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,0-4,Laki-Laki,5043,
